state,lat,lon,date,ls_type,trigger,source
arunachal_pradesh,29.2703442210001,94.156585798,2018-10-29,landslide,unknown,GLC
arunachal_pradesh,26.87312911,97.2477530300001,,landslide,unknown,SMMML
arunachal_pradesh,26.96458109,95.8421561100001,,landslide,unknown,SMMML
arunachal_pradesh,26.9327603100001,95.8111955300001,,landslide,unknown,SMMML
arunachal_pradesh,26.96465199,95.7982362100001,,landslide,unknown,SMMML
arunachal_pradesh,27.02259862,95.89027452,,landslide,unknown,SMMML
arunachal_pradesh,27.0260297500001,95.90077863,,landslide,unknown,SMMML
arunachal_pradesh,26.98188843,95.90101574,,landslide,unknown,SMMML
arunachal_pradesh,26.93079979,95.9009870400001,,landslide,unknown,SMMML
arunachal_pradesh,27.303999,92.407813,2017-09-30,rock_fall,unknown,GLC
arunachal_pradesh,26.6635448110001,94.6222027740001,2017-06-24,landslide,rain,GLC
arunachal_pradesh,26.9522327930001,93.8574874760001,2017-07-10,landslide,continuous_rain,GLC
arunachal_pradesh,26.964378405,92.7826058730001,2017-06-18,landslide,monsoon,GLC
arunachal_pradesh,27.104022001,93.611565683,2017-04-26,landslide,continuous_rain,GLC
arunachal_pradesh,27.0595727090001,93.501027778,2017-07-09,landslide,continuous_rain,GLC
arunachal_pradesh,27.583849,91.876945,2017-07-11,landslide,rain,GLC
arunachal_pradesh,27.141638969,93.6649570850001,2017-07-09,mudslide,continuous_rain,GLC
arunachal_pradesh,27.6179070600001,93.8419689410001,2017-04-22,landslide,monsoon,GLC
arunachal_pradesh,27.1600986070001,91.6036288990001,2017-07-08,landslide,rain,GLC
arunachal_pradesh,27.6802471,93.6259277340001,2017-04-22,landslide,continuous_rain,GLC
arunachal_pradesh,27.0844940960001,93.605059886,2017-07-09,landslide,continuous_rain,GLC
arunachal_pradesh,27.827431318,93.6240725870001,2017-05-03,landslide,rain,GLC
arunachal_pradesh,27.116106647,93.795595743,2017-07-09,landslide,continuous_rain,GLC
arunachal_pradesh,27.2093841080001,93.6153927880001,2017-07-11,landslide,continuous_rain,GLC
arunachal_pradesh,27.092916003,93.6188204270001,2017-07-09,landslide,continuous_rain,GLC
arunachal_pradesh,27.0767151740001,93.5975544090001,2017-07-09,landslide,continuous_rain,GLC
arunachal_pradesh,26.7215,95.0283000000001,2010-07-19,landslide,downpour,GLC
arunachal_pradesh,28.9986000000001,94.8885000000001,2012-07-05,landslide,downpour,GLC
arunachal_pradesh,28.10756941,94.1831569710001,2017-06-20,landslide,rain,GLC
arunachal_pradesh,27.107124104,93.651564379,2017-07-09,landslide,continuous_rain,GLC
arunachal_pradesh,28.2350000000001,94.9612000000001,2016-07-19,landslide,downpour,GLC
arunachal_pradesh,27.3034000000001,93.804,2016-07-16,mudslide,downpour,GLC
arunachal_pradesh,28.3092,95.4149,2010-10-03,landslide,downpour,GLC
arunachal_pradesh,26.7225,95.0281000000001,2010-07-06,mudslide,monsoon,GLC
arunachal_pradesh,27.5748,91.8644,2016-07-28,landslide,monsoon,GLC
arunachal_pradesh,27.5799000000001,91.8569000000001,2016-04-22,landslide,continuous_rain,GLC
arunachal_pradesh,27.7,92.8000000000001,2009-08-12,landslide,downpour,GLC
arunachal_pradesh,27.8837,93.0515,2013-08-01,mudslide,rain,GLC
arunachal_pradesh,27.0998000000001,93.6287,2008-06-14,landslide,rain,GLC
arunachal_pradesh,27.0136000000001,92.6351000000001,2016-07-01,landslide,downpour,GLC
arunachal_pradesh,28.4298000000001,95.8776000000001,2010-05-31,landslide,downpour,GLC
arunachal_pradesh,27.1250000000001,93.7145,2011-07-15,landslide,downpour,GLC
arunachal_pradesh,27.3600000000001,93.0385000000001,2015-07-15,landslide,monsoon,GLC
arunachal_pradesh,28.8254000000001,96.1517,2012-06-02,landslide,downpour,GLC
arunachal_pradesh,27.579872903,91.8567238730001,2010-11-22,landslide,unknown,GLC
arunachal_pradesh,28.8254000000001,96.1509,2013-04-07,landslide,rain,GLC
arunachal_pradesh,27.8997000000001,93.3497,2010-04-02,mudslide,downpour,GLC
arunachal_pradesh,27.44,92.2833000000001,2011-08-12,landslide,rain,GLC
arunachal_pradesh,27.5754000000001,91.9754000000001,2016-08-05,landslide,downpour,GLC
arunachal_pradesh,26.7103000000001,94.693,2013-08-11,landslide,downpour,GLC
arunachal_pradesh,28.3036000000001,95.4112000000001,2010-09-09,landslide,downpour,GLC
arunachal_pradesh,28.611,94.9829000000001,2013-09-02,landslide,downpour,GLC
arunachal_pradesh,26.72,95.0290000000001,2013-07-01,landslide,downpour,GLC
arunachal_pradesh,27.1032000000001,93.6884000000001,2011-07-19,landslide,downpour,GLC
arunachal_pradesh,27.2743,92.9064000000001,2011-07-16,landslide,downpour,GLC
arunachal_pradesh,27.1630000000001,94,2008-08-14,landslide,rain,GLC
arunachal_pradesh,27.0869000000001,93.6086000000001,2014-08-17,landslide,downpour,GLC
arunachal_pradesh,28.1737000000001,94.7596,2015-08-18,landslide,unknown,GLC
arunachal_pradesh,27.1614000000001,93.7525,2013-09-02,landslide,downpour,GLC
arunachal_pradesh,27.5523000000001,91.7520000000001,2016-04-22,landslide,continuous_rain,GLC
arunachal_pradesh,26.9986000000001,95.4993000000001,2012-06-25,landslide,downpour,GLC
arunachal_pradesh,27.8776,94.25,2013-06-01,landslide,downpour,GLC
arunachal_pradesh,27.1249,93.7706,2014-10-01,landslide,unknown,GLC
arunachal_pradesh,28.0822000000001,96.5316000000001,2016-05-01,landslide,downpour,GLC
arunachal_pradesh,27.8835,96.9262000000001,2015-08-16,landslide,continuous_rain,GLC
arunachal_pradesh,29.2409000000001,95.9761,2012-06-06,landslide,downpour,GLC
arunachal_pradesh,27.8458000000001,95.2253000000001,2012-09-19,landslide,downpour,GLC
arunachal_pradesh,28.1193,95.1645,2013-02-18,landslide,rain,GLC
arunachal_pradesh,27.4888,93.0153000000001,2011-08-15,landslide,downpour,GLC
arunachal_pradesh,27.1034000000001,93.6885,2011-08-05,landslide,downpour,GLC
arunachal_pradesh,27.0011000000001,93.7273000000001,2010-09-10,landslide,downpour,GLC
arunachal_pradesh,26.8727,94.9275000000001,2013-08-16,landslide,rain,GLC
arunachal_pradesh,27.0588038440001,93.54136779,2017-06-21,landslide,rain,GLC
arunachal_pradesh,27.059093165,93.5423586840001,2017-06-04,landslide,unknown,GLC
arunachal_pradesh,26.88161,95.3998970000001,2016-08-16,landslide,other,GLC
arunachal_pradesh,27.069925793,93.6146564000001,2017-06-19,landslide,unknown,GLC
arunachal_pradesh,27.9787575130001,94.2629682610001,2017-07-04,landslide,rain,GLC
arunachal_pradesh,27.985317153,94.212635886,2017-07-04,landslide,rain,GLC
arunachal_pradesh,26.8716000000001,94.9921000000001,2010-07-20,landslide,downpour,GLC
arunachal_pradesh,27.2333,94.1167,2008-10-29,landslide,downpour,GLC
arunachal_pradesh,28.4659,95.8600000000001,2012-04-08,landslide,downpour,GLC
arunachal_pradesh,27.174,95.8011000000001,2012-06-25,landslide,downpour,GLC
arunachal_pradesh,27.9032,96.174,2014-05-08,mudslide,rain,GLC
arunachal_pradesh,27.8965,96.1779000000001,2010-04-21,landslide,downpour,GLC
arunachal_pradesh,28.0791,96.5242000000001,2011-03-22,landslide,downpour,GLC
arunachal_pradesh,27.4,92.3500000000001,2008-10-29,mudslide,downpour,GLC
arunachal_pradesh,27.0987000000001,93.816,2015-06-09,landslide,continuous_rain,GLC
arunachal_pradesh,26.7223000000001,95.0243,2016-04-19,landslide,continuous_rain,GLC
arunachal_pradesh,27.2298000000001,94.0989000000001,2008-06-15,landslide,downpour,GLC
arunachal_pradesh,27.6438,93.871,2016-06-12,landslide,downpour,GLC
arunachal_pradesh,28.9205000000001,95.3429000000001,2014-06-26,landslide,continuous_rain,GLC
arunachal_pradesh,27.7697929990001,93.5099562630001,2017-05-24,mudslide,rain,GLC
arunachal_pradesh,27.011456438,92.642040449,2017-07-01,landslide,continuous_rain,GLC
arunachal_pradesh,27.081685647,93.608156524,2017-07-01,landslide,continuous_rain,GLC
arunachal_pradesh,27.1064722620001,93.659752515,2017-07-01,landslide,downpour,GLC
arunachal_pradesh,27.0476864280001,93.618996441,2017-06-30,landslide,downpour,GLC
assam,25.808364075,93.790161938,2018-10-31,landslide,unknown,GLC
assam,25.196409943,93.1343058460001,2018-12-18,rock_fall,rain,GLC
assam,25.7685000000001,93.8200555560001,2018-10-29,landslide,mining,GLC
assam,26.131795164,94.7858442890001,2018-07-30,landslide,continuous_rain,GLC
assam,25.672950369,94.1051391680001,2018-07-31,mudslide,continuous_rain,GLC
assam,25.18159,92.000566,2017-11-13,rock_fall,mining,GLC
assam,25.031902125,92.4225769500001,2018-04-28,landslide,rain,GLC
assam,25.55544,93.6398100000001,2017-08-28,landslide,rain,GLC
assam,24.912092,94.9403620000001,2017-09-22,unknown,mining,GLC
assam,25.1442978170001,93.9719812870001,2017-06-05,mudslide,flooding,GLC
assam,25.2604955800001,94.0191412340001,2017-08-26,mudslide,flooding,GLC
assam,25.658708,94.0985360000001,2017-09-30,landslide,downpour,GLC
assam,25.533595,94.1333450000001,2017-10-22,mudslide,continuous_rain,GLC
assam,24.9811950000001,94.0186190000001,2017-09-29,landslide,downpour,GLC
assam,24.9389480000001,93.4968370000001,2017-09-21,landslide,continuous_rain,GLC
assam,26.96458109,95.8421561100001,,landslide,unknown,SMMML
assam,26.9327603100001,95.8111955300001,,landslide,unknown,SMMML
assam,26.96465199,95.7982362100001,,landslide,unknown,SMMML
assam,27.02259862,95.89027452,,landslide,unknown,SMMML
assam,27.0260297500001,95.90077863,,landslide,unknown,SMMML
assam,26.98188843,95.90101574,,landslide,unknown,SMMML
assam,26.93079979,95.9009870400001,,landslide,unknown,SMMML
assam,25.536637033,91.9808279490001,2019-07-09,landslide,continuous_rain,GLC
assam,25.5882273610001,92.0226956430001,2019-07-09,landslide,continuous_rain,GLC
assam,25.5672846900001,91.9064269550001,2019-07-09,landslide,continuous_rain,GLC
assam,27.303999,92.407813,2017-09-30,rock_fall,unknown,GLC
assam,25.7201927150001,94.032256729,2017-07-08,landslide,continuous_rain,GLC
assam,26.6635448110001,94.6222027740001,2017-06-24,landslide,rain,GLC
assam,25.7331809880001,93.9965523060001,2017-05-16,landslide,continuous_rain,GLC
assam,26.9522327930001,93.8574874760001,2017-07-10,landslide,continuous_rain,GLC
assam,26.964378405,92.7826058730001,2017-06-18,landslide,monsoon,GLC
assam,27.104022001,93.611565683,2017-04-26,landslide,continuous_rain,GLC
assam,27.0595727090001,93.501027778,2017-07-09,landslide,continuous_rain,GLC
assam,27.583849,91.876945,2017-07-11,landslide,rain,GLC
assam,25.1183980000001,92.853913,2017-04-04,landslide,rain,GLC
assam,27.141638969,93.6649570850001,2017-07-09,mudslide,continuous_rain,GLC
assam,25.691114645,94.0948333330001,2017-07-12,landslide,rain,GLC
assam,24.271730183,93.2803934900001,2017-07-09,landslide,continuous_rain,GLC
assam,25.0873427170001,91.7506382710001,2017-01-23,landslide,mining,GLC
assam,24.8029,93.6228,2010-08-24,landslide,downpour,GLC
assam,26.181606,91.7720420000001,2016-12-15,landslide,unknown,GLC
assam,26.566362441,93.1319509840001,2017-07-09,landslide,continuous_rain,GLC
assam,25.61919207,92.7094701030001,2017-04-29,landslide,continuous_rain,GLC
assam,27.6179070600001,93.8419689410001,2017-04-22,landslide,monsoon,GLC
assam,24.827675717,93.5182500000001,2017-07-09,landslide,continuous_rain,GLC
assam,27.1600986070001,91.6036288990001,2017-07-08,landslide,rain,GLC
assam,27.6802471,93.6259277340001,2017-04-22,landslide,continuous_rain,GLC
assam,25.6783683200001,91.923434302,2017-06-17,landslide,continuous_rain,GLC
assam,26.2632687020001,94.814819507,2017-07-10,landslide,unknown,GLC
assam,24.3716958090001,93.706841709,2017-07-10,landslide,rain,GLC
assam,25.064666757,94.2742055530001,2017-07-08,landslide,continuous_rain,GLC
assam,25.731119415,93.98827528,2017-07-09,landslide,continuous_rain,GLC
assam,25.1953550000001,93.172758,2017-04-04,landslide,rain,GLC
assam,24.7041214920001,92.2303466160001,2017-06-18,landslide,rain,GLC
assam,25.1678030000001,92.019575,2017-03-08,landslide,mining,GLC
assam,27.5135329770001,89.7903389830001,2017-07-08,landslide,downpour,GLC
assam,27.0844940960001,93.605059886,2017-07-09,landslide,continuous_rain,GLC
assam,27.827431318,93.6240725870001,2017-05-03,landslide,rain,GLC
assam,27.116106647,93.795595743,2017-07-09,landslide,continuous_rain,GLC
assam,27.2093841080001,93.6153927880001,2017-07-11,landslide,continuous_rain,GLC
assam,25.0830306280001,94.2375774110001,2017-04-06,landslide,unknown,GLC
assam,26.160661109,91.852948853,2017-04-05,landslide,continuous_rain,GLC
assam,25.518262861,91.9630293970001,2017-02-15,landslide,mining,GLC
assam,25.4380742230001,91.7990487160001,2017-06-17,landslide,continuous_rain,GLC
assam,24.863889542,93.621918292,2018-05-10,translational_slide,continuous_rain,GLC
assam,24.833731132,91.8507700000001,2018-01-28,rock_fall,mining,GLC
assam,25.6320356960001,94.1006540260001,2017-07-09,landslide,continuous_rain,GLC
